"id","english","vietnamese","note","module","boi_canh","vi_du"
"579","dig command","lệnh dig","công cụ dòng lệnh để truy vấn DNS và lấy chi tiết bản ghi: A, MX, TXT, NS…","3","Là công cụ DNS query "chuyên nghiệp" nhất (mạnh hơn nslookup/host). Pentester dùng nó để thực hiện các truy vấn DNS phức tạp (ví dụ: ANY, AXFR) và xem chi tiết (verbose) các bản ghi, bao gồm cả việc kiểm tra lỗi "Zone Transfer".","Lệnh dig example.com ANY được các quản trị viên mạng ưa chuộng vì nó cung cấp thông tin chi tiết (verbose) về tất cả các loại bản ghi DNS của tên miền."
"580","whois command","lệnh whois","công cụ truy vấn thông tin đăng ký tên miền: chủ sở hữu, nhà đăng ký, DNS, ngày tạo/hết hạn","3","Là công cụ OSINT cơ bản để truy vấn thông tin đăng ký (registration) của một tên miền. Pentester dùng nó để tìm email, số điện thoại, và tên của người quản trị (Admin contact), phục vụ cho các cuộc tấn công social engineering.","Sử dụng lệnh whois target.com, chuyên gia OSINT đã tìm thấy tên, email, và số điện thoại của người đã đăng ký tên miền đó."
"581","Social media scraping","thu thập dữ liệu mạng xã hội","khai thác thông tin công khai từ profile, bài viết, follower phục vụ OSINT hoặc social engineering","3","Là một kỹ thuật OSINT (trinh sát thụ động) nhằm thu thập thông tin về con người. Attacker tự động "cào" (scrape) dữ liệu từ LinkedIn, Facebook để lấy tên nhân viên, chức vụ, email, chuẩn bị cho một cuộc tấn công "spear phishing" (lừa đảo có chủ đích).","Nhóm tấn công đã thực hiện thu thập dữ liệu mạng xã hội (Social media scraping) trên LinkedIn để lập danh sách nhân viên và chức vụ của họ, chuẩn bị cho một cuộc tấn công lừa đảo (phishing) có chủ đích."
"582","uniform resource identifier (URI)","định danh tài nguyên chuẩn (URI)","chuỗi định danh tài nguyên trên Internet — ví dụ URL là một dạng URI","3","Là đối tượng mà pentester phân tích khi kiểm thử ứng dụng web. Attacker "bẻ gãy" (fuzz) mọi thành phần của URI (như path, query string) để tìm lỗ hổng, ví dụ như .../page?id=1 (tham số id là mục tiêu cho SQLi).","Trong khi https://example.com/page là một URL (chỉ rõ vị trí), thì urn:isbn:0-486-27557-4 (chỉ một cuốn sách) cũng là một định danh tài nguyên chuẩn (URI) nhưng không phải URL."
"583","Online Certificate Status Protocol (OCSP)","Giao thức trạng thái chứng chỉ trực tuyến (OCSP)","cơ chế kiểm tra nhanh trạng thái thu hồi của chứng chỉ TLS","3","Là một cơ chế kiểm tra (thay thế cho CRL) mà trình duyệt sử dụng để xác thực chứng chỉ SSL/TLS. Attacker có thể phân tích lưu lượng OCSP để thu thập thông tin về các kết nối SSL đang diễn ra.","Khi bạn truy cập một trang web HTTPS, trình duyệt sẽ gửi một yêu cầu Giao thức trạng thái chứng chỉ trực tuyến (OCSP) đến CA để kiểm tra nhanh xem chứng chỉ của trang đó có còn hợp lệ hay không."
"584","certificate revocation list (CRL)","danh sách thu hồi chứng chỉ (CRL)","do CA phát hành, liệt kê các chứng chỉ đã bị thu hồi","3","Là một tệp danh sách (do CA cung cấp) mà trình duyệt phải tải về để kiểm tra xem chứng chỉ SSL/TLS có bị thu hồi (revoked) hay không. Attacker có thể kiểm tra xem hệ thống có thất bại trong việc kiểm tra CRL hay không (ví dụ: chấp nhận chứng chỉ đã bị thu hồi).","Trước khi có OCSP, trình duyệt phải tải về một danh sách thu hồi chứng chỉ (CRL) nặng nề từ CA để kiểm tra xem chứng chỉ SSL đã bị thu hồi hay chưa."
"585","Certificate transparency","minh bạch chứng chỉ","hệ thống log công khai ghi nhận chứng chỉ TLS được cấp, giúp phát hiện chứng chỉ giả mạo","3","Là một "mỏ vàng" OSINT (trinh sát thụ động). Pentester truy vấn các bản ghi (log) Certificate Transparency công khai (ví dụ: crt.sh) để tìm kiếm tất cả các tên miền phụ (subdomains) mà mục tiêu đã từng tạo chứng chỉ SSL, qua đó phát hiện ra các máy chủ ẩn (ví dụ: test.congty.com).","Nhờ có hệ thống minh bạch chứng chỉ (Certificate transparency), công ty đã phát hiện ra một chứng chỉ SSL giả mạo được cấp cho tên miền login.congtycuaho.com bởi một CA lạ."
"586","Password dumps","dump mật khẩu","tập hợp dữ liệu tài khoản/mật khẩu bị rò rỉ hoặc trích xuất từ hệ thống, thường ở dạng file/DB","3","Là các tệp chứa dữ liệu (username, hash, password) bị rò rỉ từ các vụ tấn công (breach) trước đây. Pentester sử dụng dump mật khẩu (ví dụ: rockyou.txt) để thực hiện tấn công "dò mật khẩu" (brute-force) hoặc "credential stuffing" (thử lại mật khẩu cũ).","Kẻ tấn công đã tải xuống một tệp dump mật khẩu (Password dumps) từ một diễn đàn hacker và sử dụng nó để thực hiện tấn công "credential stuffing" (thử mật khẩu) vào các dịch vụ khác."
"587","File metadata","siêu dữ liệu tệp","thông tin nhúng trong tệp như author, timestamp, GPS trong ảnh, có thể rò rỉ dữ liệu nhạy cảm","3","Là thông tin "ẩn" (như tác giả, GPS, phiên bản phần mềm) bên trong các tệp (PDF, Word, ảnh) mà công ty đăng tải công khai. Pentester dùng các công cụ (như ExifTool) để trích xuất siêu dữ liệu tệp (metadata) nhằm thu thập thông tin (OSINT) về người dùng và công nghệ nội bộ.","Bằng cách phân tích siêu dữ liệu tệp (File metadata) của một tài liệu Word bị rò rỉ, nhà báo đã tìm thấy tên tác giả (author) và phiên bản phần mềm đã tạo ra nó."
"588","Strategic search engine analysis/enumeration","phân tích/khai thác công cụ tìm kiếm","sử dụng kỹ thuật tìm kiếm nâng cao để xác định thông tin/endpoint bị lộ trên web","3","Là một kỹ thuật OSINT (trinh sát thụ động). Pentester sử dụng các toán tử tìm kiếm nâng cao (như Google Dorks) để tìm kiếm các thông tin nhạy cảm, tệp tin cấu hình, hoặc lỗi (error) mà máy chủ web vô tình để lộ và bị Google lập chỉ mục (index).","Bằng cách thực hiện phân tích/khai thác công cụ tìm kiếm với từ khóa site:example.com "SQL error", pentester đã tìm thấy một trang web bị lỗi, để lộ cấu trúc cơ sở dữ liệu."
"589","Website archiving/caching","lưu trữ/đệm website","tra cứu bản sao lịch sử từ Wayback Machine hoặc cache search engine để khôi phục nội dung đã thay đổi/xóa","3","Là một kỹ thuật OSINT (trinh sát thụ động). Pentester sử dụng các dịch vụ (như Wayback Machine, Google Cache) để xem lại các phiên bản cũ của website, nhằm tìm kiếm thông tin nhạy cảm (mật khẩu, trang test) đã từng bị lộ trong quá khứ nhưng hiện đã bị xóa.","Trang web hiện tại đã an toàn, nhưng nhờ lưu trữ/đệm website (sử dụng Google Cache), kẻ tấn công đã tìm thấy một phiên bản cũ của trang /config.txt có chứa mật khẩu."
"590","Public source code repositories","kho mã nguồn công khai","GitHub, GitLab, Bitbucket… có thể chứa thông tin cấu hình/credential vô tình công khai","3","Là một "mỏ vàng" OSINT (trinh sát thụ động). Pentester tìm kiếm trên GitHub/GitLab để tìm mã nguồn do nhân viên công ty vô tình đẩy (commit) lên, với mục tiêu tìm ra các "bí mật" (secrets) bị nhúng cứng (hard-coded) như khóa API (API keys) hoặc mật khẩu.","Một lập trình viên đã vô tình đẩy (push) "hard-code" (nhúng cứng) khóa API (API key) của AWS lên một kho mã nguồn công khai trên GitHub, khiến tài khoản cloud của công ty bị lộ."
"591","Google dorks","Google dorks","kỹ thuật tìm kiếm nâng cao/chuỗi truy vấn để tìm file, cấu hình, thông tin nhạy cảm được index","3","Là các chuỗi truy vấn (query string) cụ thể mà pentester sử dụng trong "Strategic search engine analysis". Ví dụ: dùng filetype:sql site:example.com để tìm các tệp sao lưu (backup) cơ sở dữ liệu bị lộ.","Sử dụng Google dorks với truy vấn filetype:sql site:example.com, chuyên gia OSINT đã tìm thấy các tệp sao lưu cơ sở dữ liệu (database backup) mà Google đã vô tình lập chỉ mục."
"592","msfconsole","msfconsole","giao diện dòng lệnh chính của Metasploit Framework, dùng để triển khai exploit, payload, module tấn công","3","Là giao diện dòng lệnh chính của Metasploit Framework. Sau khi đã xác định lỗ hổng (ví dụ: MS17-010), pentester dùng msfconsole để tải (load) module khai thác (exploit), thiết lập (set) payload (mã độc) và mục tiêu (RHOST), sau đó chạy lệnh exploit để giành quyền kiểm soát (Shell).","Sau khi xác định máy chủ chạy Windows 7 và dính lỗi MS17-010, pentester đã khởi chạy msfconsole, "use" (sử dụng) mô-đun "eternalblue" và "exploit" (khai thác) thành công để có được Shell."
"593","Port scan","quét cổng","dò port TCP/UDP trên host để xác định port mở và dịch vụ chạy","3","Là bước trinh sát chủ động (Active Reconnaissance) cơ bản nhất. Pentester dùng Nmap để thực hiện quét cổng, nhằm xác định "cánh cửa" (port) nào đang "mở" (ví dụ: 80, 443, 22) và dịch vụ nào đang lắng nghe (listening) trên đó.","Bước đầu tiên của quá trình trinh sát chủ động là thực hiện quét cổng (port scan) toàn bộ 65535 cổng trên máy chủ mục tiêu để xem dịch vụ nào đang mở."
"594","Wireshark","Wireshark","công cụ phân tích gói tin đồ họa để kiểm tra lưu lượng mạng chi tiết","3","Là công cụ phân tích gói tin (packet analysis) có giao diện đồ họa. Pentester dùng nó để "nghe lén" (sniff) và kiểm tra chi tiết lưu lượng mạng, ví dụ như để tìm mật khẩu (password) được gửi đi dưới dạng văn bản rõ (clear text) trong một cuộc tấn công "Man-in-the-Middle" (MITM).","Quản trị viên mạng đã sử dụng Wireshark để bắt gói tin (packet capture) và phát hiện ra rằng một ứng dụng cũ đang gửi mật khẩu của người dùng qua mạng dưới dạng văn bản rõ (clear text)."
"595","ExifTool","ExifTool","tiện ích đọc/ghi siêu dữ liệu EXIF, IPTC, XMP trong ảnh, file đa phương tiện, tài liệu","3","Là công cụ OSINT (trinh sát thụ động) chuyên dụng. Pentester dùng nó để trích xuất siêu dữ liệu (metadata) từ các tệp (ảnh, PDF) mà công ty đăng tải, nhằm tìm thông tin như tên tác giả (username), phần mềm sử dụng, và quan trọng nhất là tọa độ GPS.","Bằng cách chạy ExifTool trên bức ảnh mà nghi phạm đăng tải, nhà điều tra đã trích xuất được tọa độ GPS chính xác (GPS coordinates) nơi bức ảnh được chụp."
"596","tcpdump command","lệnh tcpdump","công cụ dòng lệnh để chụp/hiển thị gói tin mạng trên Unix/Linux","3","Là công cụ bắt gói tin (packet capturing) dòng lệnh (giống Wireshark nhưng không có giao diện). Pentester thường dùng nó trên máy chủ nạn nhân (sau khi đã xâm nhập) để "nghe lén" (sniff) lưu lượng mạng hoặc "debug" (gỡ lỗi) khi payload (mã độc) không hoạt động.","Để nhanh chóng kiểm tra xem máy chủ có đang gửi lưu lượng (traffic) đến một IP đáng ngờ hay không, admin đã chạy lệnh tcpdump host 1.2.3.4 trên terminal."
"597","Nmap scan types","các kiểu quét Nmap","các phương pháp quét port/dịch vụ: TCP Connect, SYN, UDP, ping scan…","3","Là các kỹ thuật quét khác nhau mà pentester phải lựa chọn. Tùy thuộc vào mục tiêu (ví dụ: có tường lửa hay không, có cần "tàng hình" hay không), pentester sẽ chọn kiểu quét phù hợp (ví dụ: -sS (SYN scan) để tàng hình, hoặc -sT (Connect scan) khi không có quyền root).","Tùy thuộc vào mục tiêu, pentester phải chọn các kiểu quét Nmap (Nmap scan types) phù hợp; ví dụ, quét SYN (-sS) nhanh và ít bị ghi log hơn quét TCP Connect (-sT)."
"598","TCP Connect Scan (-sT)","quét kết nối TCP đầy đủ","Nmap thực hiện bắt tay 3-way connect() với port; dễ bị phát hiện nhưng không cần quyền root","3","Là kiểu quét Nmap "cơ bản" nhất (và ồn ào nhất). Pentester dùng nó khi họ không có quyền root trên máy tấn công, hoặc khi muốn chắc chắn 100% cổng đó mở. Nó hoàn thành "bắt tay 3 bước" (3-way handshake) và rất dễ bị Tường lửa (Firewall) ghi log (nhật ký).","Vì không có quyền "root" trên máy tính của mình, pentester đã buộc phải sử dụng quét kết nối TCP đầy đủ (-sT), kiểu quét này hoàn thành bắt tay ba bước (3-way handshake) và rất dễ bị tường lửa phát hiện."
"599","UDP Scan (-sU)","quét UDP","dò port UDP mở/không phản hồi/được lọc; thường chậm và ít chính xác hơn TCP","3","Là kiểu quét Nmap "chậm và khó chịu". Pentester dùng nó để kiểm tra các dịch vụ chạy trên UDP (như DNS (53), SNMP (161)). Vì UDP không có "bắt tay" (connectionless), kiểu quét này rất chậm và thường không chắc chắn (kết quả: open|filtered).","Để kiểm tra xem máy chủ có mở dịch vụ DNS (cổng 53) hay SNMP (cổng 161) hay không, chuyên gia bảo mật đã phải thực hiện một quét UDP (-sU), quá trình này mất nhiều thời gian hơn so với quét TCP."
