"id","english","vietnamese","note","module","boi_canh","vi_du"
"1398","Cold Chain","Chuỗi cung ứng lạnh (Cold Chain)","Một chuỗi cung ứng (supply chain) được kiểm soát nhiệt độ không gián đoạn, dùng cho các sản phẩm nhạy cảm như vắc-xin, thực phẩm đông lạnh","IOT","","Việc vận chuyển vắc-xin COVID-19 đòi hỏi một Chuỗi cung ứng lạnh (Cold Chain) nghiêm ngặt, phải duy trì nhiệt độ -70°C từ nhà máy đến điểm tiêm chủng."
"1399","Cold Chain Monitoring","Giám sát chuỗi cung ứng lạnh","Việc sử dụng các cảm biến (sensors) (như data logger IoT) để liên tục theo dõi và ghi lại nhiệt độ của hàng hóa trong suốt quá trình vận chuyển","IOT","","Hệ thống Giám sát chuỗi cung ứng lạnh (Cold Chain Monitoring) đã gửi cảnh báo (alert) ngay lập tức khi nhiệt độ xe tải đông lạnh tăng vọt, giúp tài xế kịp thời xử lý."
"1400","Geofencing","Hàng rào địa lý (Geofencing)","Việc tạo ra một ranh giới (boundary) ảo trên bản đồ (map); hệ thống sẽ kích hoạt một hành động (ví dụ: gửi cảnh báo) khi đối tượng đi vào hoặc đi ra khỏi hàng rào đó","IOT","","Công ty vận tải thiết lập Hàng rào địa lý (Geofencing) quanh kho của khách hàng; hệ thống sẽ tự động gửi thông báo "Sắp đến" (Approaching) khi xe tải đi vào khu vực đó."
"1401","Geolocation","Định vị địa lý","Việc xác định (identification) vị trí (location) địa lý (geographic) trong thế giới thực của một đối tượng (object) (như điện thoại, xe cộ)","IOT","","Ứng dụng gọi xe (Grab/Uber) sử dụng Định vị địa lý (Geolocation) (qua GPS của điện thoại) để xác định vị trí chính xác của bạn và tài xế."
"1402","Route Optimization","Tối ưu hóa tuyến đường","Quá trình (process) sử dụng thuật toán (algorithms) để tìm ra tuyến đường (route) hiệu quả nhất (ngắn nhất/nhanh nhất) cho một phương tiện phải đi qua nhiều điểm (stops)","IOT","","Phần mềm Tối ưu hóa tuyến đường (Route Optimization) đã giúp tài xế giao hàng (delivery driver) tiết kiệm 2 giờ làm việc bằng cách sắp xếp 30 điểm giao hàng theo thứ tự hợp lý nhất."
"1403","Last-Mile Delivery","Giao hàng chặng cuối (Last-Mile Delivery)","Chặng (leg) cuối cùng (final) và thường là tốn kém nhất (most expensive) của chuỗi cung ứng, là quá trình vận chuyển hàng hóa từ trung tâm phân phối (hub) đến cửa nhà (doorstep) của khách hàng","IOT","","Các công ty thương mại điện tử (e-commerce) như Shopee và Lazada đầu tư rất nhiều vào Giao hàng chặng cuối (Last-Mile Delivery) để đảm bảo shipper (shipper) giao hàng nhanh chóng trong nội thành."
"1404","Real-Time Location System (RTLS)","Hệ thống định vị thời gian thực (RTLS)","Công nghệ (technology) dùng để tự động (automatically) xác định (identify) và theo dõi (track) vị trí (location) của các đối tượng (assets) bên trong (inside) một tòa nhà (building) theo thời gian thực (real-time) (thường dùng Wi-Fi, UWB, RFID)","IOT","","Bệnh viện (hospital) sử dụng Hệ thống định vị thời gian thực (RTLS) (dùng thẻ (tags) UWB) để nhanh chóng (quickly) tìm (locate) vị trí (location) của các máy thở (ventilators) di động (mobile) trong các khoa (wards)."
"1405","RFID (Radio Frequency Identification)","Nhận dạng qua tần số vô tuyến (RFID)","Công nghệ (technology) sử dụng sóng vô tuyến (radio waves) để truyền (transmit) dữ liệu (data) từ một thẻ (tag) nhỏ đến một đầu đọc (reader), cho phép nhận dạng (identify) đối tượng (object) mà không cần tiếp xúc (contact) hoặc nhìn thấy (line-of-sight)","IOT","","Cửa hàng (store) quần áo (clothing) Uniqlo sử dụng Nhận dạng qua tần số vô tuyến (RFID) ở quầy (counter) thanh toán (checkout); bạn (you) chỉ cần (just) đặt (place) giỏ (basket) hàng (items) vào (into) khay (tray), hệ thống (system) sẽ tự động (automatically) quét (scan) tất cả (all) các (the) sản phẩm (products) cùng (at) một (one) lúc (time)."
"1406","NFC (Near Field Communication)","Giao tiếp trường gần (NFC)","Một tập con (subset) của RFID, cho phép giao tiếp (communication) hai chiều (two-way) trong một khoảng cách rất ngắn (extremely short) (thường < 4cm), rất an toàn (secure) cho thanh toán (payment)","IOT","","Tính năng (feature) thanh toán (payment) "chạm" (tap-to-pay) trên (on) điện thoại (phones) (như Apple Pay (Apple Pay) hoặc Google Pay (Google Pay)) sử dụng (uses) Giao tiếp trường gần (NFC) để giao tiếp (communicate) an toàn (securely) với (with) máy (terminal) POS (POS)."
"1407","Barcode","Mã vạch (Barcode)","Một phương pháp (method) biểu diễn (representing) dữ liệu (data) quang học (optically) (dạng (form) các (the) vạch (bars) và (and) khoảng trắng (spaces)), có thể (can be) đọc (read) bằng (by) máy quét (scanner), thường (typically) là 1D (1-dimensional)","IOT","","Nhân viên (cashier) siêu thị (supermarket) sử dụng (uses) máy quét (scanner) laser (laser) để (to) đọc (read) Mã vạch (Barcode) (UPC (UPC)) trên (on) chai (bottle) nước (water) để (to) tính (ring up) tiền (price)."
"1408","QR Code","Mã QR (QR Code - Quick Response Code)","Một loại (type) mã vạch (barcode) hai chiều (2D - two-dimensional), có thể (can) lưu trữ (store) nhiều (more) thông tin (information) hơn (than) (như (like) URL (URL), văn bản (text)) và (and) có thể (can be) đọc (read) nhanh (quickly) bằng (by) camera (camera) điện thoại (phone)","IOT","","Thay vì (Instead of) nhập (typing) mật khẩu (password) Wi-Fi (Wi-Fi) dài (long), bạn (you) chỉ cần (just) quét (scan) Mã QR (QR Code) dán (posted) tại (at) quán (coffee) cà phê (shop) để (to) kết nối (connect)."
"1409","GPS (Global Positioning System)","Hệ thống định vị toàn cầu (GPS)","Một hệ thống (system) định vị (navigation) dựa trên (based on) vệ tinh (satellite) (của (of the) Hoa Kỳ (US)), cho phép (allows) một (a) máy thu (receiver) GPS (GPS) xác định (determine) vị trí (location), tốc độ (velocity), và (and) thời gian (time) của (of) nó (its) ở (anywhere) bất cứ (anywhere) đâu (where) trên (on) Trái Đất (Earth)","IOT","","Tài xế (driver) đã (used) sử dụng (used) Hệ thống định vị toàn cầu (GPS) (trên (on) Google Maps (Google Maps)) để (to) tìm (find) đường (directions) đến (to) một (a) địa chỉ (address) lạ (unknown)."
"1410","A-GPS (Assisted GPS)","GPS có hỗ trợ (A-GPS)","Một hệ thống (system) cải thiện (improves) hiệu suất (performance) khởi động (startup) (time-to-first-fix) của (of) GPS (GPS) bằng cách (by) sử dụng (using) dữ liệu (data) từ (from) mạng (network) di động (cellular) (ví dụ: (e.g.) vị trí (location) cột (tower) sóng (cell)) để (to) "hỗ trợ" (assist) máy thu (receiver) GPS (GPS) tìm (find) vệ tinh (satellites) nhanh (faster) hơn (faster)","IOT","","Nhờ (Thanks to) GPS có hỗ trợ (A-GPS), điện thoại (phone) của (of) bạn (your) có thể (can) xác định (pinpoint) vị trí (location) của (of) bạn (your) gần như (almost) ngay lập tức (instantaneously) khi (when) bạn (you) mở (open) ứng dụng (app) bản đồ (maps), ngay cả (even) khi (when) tín hiệu (signal) vệ tinh (satellite) yếu (weak)."
"1411","GLONASS","GLONASS","Hệ thống (system) định vị (navigation) vệ tinh (satellite) toàn cầu (global) của (of) Nga (Russia), hoạt động (operates) tương tự (similar) như (to) GPS (GPS) của (of the) Hoa Kỳ (US)","IOT","","Nhiều (Many) điện thoại (smartphones) thông minh (smartphones) hiện đại (modern) (như (like) iPhone (iPhone)) sử dụng (use) cả (both) GPS (GPS) và (and) GLONASS (GLONASS) cùng (together) một (one) lúc (time) để (to) tăng (increase) độ (accuracy) chính xác (accuracy) và (and) độ (reliability) tin cậy (reliability) của (of the) định vị (location)."
"1412","Galileo","Galileo","Hệ thống (system) định vị (navigation) vệ tinh (satellite) toàn cầu (global) của (of the) Liên minh (European) Châu Âu (Union - EU), được (is) thiết kế (designed) để (to) cung cấp (provide) độ (accuracy) chính xác (accuracy) cao (high) cho (for) mục đích (purposes) dân sự (civilian)","IOT","","Hệ thống (system) Galileo (Galileo) của (of the) EU (EU) hứa hẹn (promises) cung cấp (to provide) độ (accuracy) chính xác (accuracy) định vị (positioning) xuống (down to) dưới (sub) 1 (1) mét (meter) cho (for) người dùng (users) dân sự (civilian)."
"1413","BeiDou","Hệ thống Định vị Vệ tinh Bắc Đẩu (BeiDou)","Hệ thống (system) định vị (navigation) vệ tinh (satellite) toàn cầu (global) của (of) Trung Quốc (China), ban đầu (originally) là (was) một (a) hệ thống (system) khu vực (regional) nhưng (but) nay (now) đã (has) mở rộng (expanded) toàn cầu (globally)","IOT","","Các (The) thiết bị (devices) di động (mobile) sản xuất (produced) tại (in) Trung Quốc (China) (như (like) Huawei (Huawei)) thường (often) hỗ trợ (support) mạnh mẽ (strongly) Hệ thống Định vị Vệ tinh Bắc Đẩu (BeiDou) song song (alongside) với (with) GPS (GPS)."
"1414","Electronic Data Interchange (EDI)","Trao đổi dữ liệu điện tử (EDI)","Việc (The) trao đổi (exchange) máy-tính-với-máy-tính (computer-to-computer) các (the) tài liệu (documents) kinh doanh (business) (như (like) đơn (purchase) đặt (orders) hàng (orders), hóa đơn (invoices)) theo (using) một (a) định dạng (format) tiêu chuẩn (standard), loại bỏ (eliminating) nhu cầu (need for) giấy tờ (paper) và (and) nhập (entry) liệu (entry) thủ công (manual)","IOT","","Khi (When) Walmart (Walmart) sắp (runs) hết (low on) hàng (stock) tồn kho (inventory), hệ thống (system) của (of) họ (their) tự động (automatically) gửi (sends) một (a) đơn (purchase) đặt (order) hàng (order) qua (via) Trao đổi dữ liệu điện tử (EDI) trực tiếp (directly) đến (to) hệ thống (system) của (of the) nhà (supplier) cung cấp (supplier) (như (like) P&G (P&G))."
"1415","Stock Keeping Unit (SKU)","Đơn vị lưu kho (SKU)","Một (A) mã (code) nhận dạng (identification) nội bộ (internal) (thường (usually) là (is) chữ (alphanumeric) và (and) số (numeric)) mà (that) một (a) nhà (retailer) bán lẻ (retailer) sử dụng (uses) để (to) theo dõi (track) chính xác (precisely) một (a) sản phẩm (item) cụ thể (specific) (ví dụ: (e.g.) "Áo (Shirt) Sơ mi (Shirt) Xanh (Blue), Size (Size) M (M)")","IOT","",""
"1416","Bill of Lading (BOL)","Vận đơn (BOL)","Một (A) tài liệu (document) pháp lý (legal) do (issued by) nhà (carrier) vận tải (carrier) cấp (to a) cho (to a) người (shipper) gửi hàng (shipper), hoạt động (acts as) như (as) một (a) biên nhận (receipt), một (a) hợp đồng (contract) vận chuyển (carriage), và (and) một (a) chứng từ (document of) sở hữu (title) hàng hóa (goods)","IOT","","Người (The) lái (driver) xe (truck) tải (truck) đã (signed) ký (signed) vào (on the) Vận đơn (BOL) để (to) xác nhận (confirm) rằng (that) anh ta (he) đã (has received) nhận (received) đủ (exactly) 10 (10) kiện (pallets) hàng (cargo) từ (from the) nhà (warehouse) kho (warehouse)."
"1417","Proof of Delivery (POD)","Bằng chứng giao hàng (POD)","Một (A) tài liệu (document) (thường (usually) là (is) một (a) biên nhận (receipt) đã (signed) ký (signed) tên (by the) hoặc (or) một (a) bức ảnh (photo) chụp (taken) tại (at the) điểm (location) giao (delivery) hàng (delivery)) xác nhận (confirms) rằng (that) lô (shipment) hàng (shipment) đã (has been) được (been) giao (delivered) thành công (successfully) đến (to the) người (recipient) nhận (recipient)","IOT","","Shipper (Shipper) đã (took) chụp (a) một (a) bức ảnh (photo) gói (package) hàng (package) đặt (placed) trước (in front of) cửa (door) nhà (house) của (of the) khách hàng (customer) làm (as) Bằng chứng giao hàng (POD) điện tử (electronic)."
